AÑO_INFRACCION,MES_INFRACCION,COD_INFRACCION,DESC_INFRACCION,TIPO_INFRACCION,SERVICIO_VEHICULO_INFRACTOR,CLASE_VEHICULO_INFRACTOR,CANTIDAD_INFRACCIONES
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,MOTOCICLETA,130
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,VOLQUETA,2
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,AUTOMOVIL,47
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,BUS,4
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,CAMION,6
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,CAMIONETA,2
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,MICROBUS,1
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,TRACTO/CAMION,4
2022,1,C32,No respetar el paso de peatones que cruzan una vía en sitio permitido para ellos o no darles la prelación en las franjas para ello establecidas,Transito,PARTICULAR,MOTOCICLETA,2
2022,1,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PARTICULAR,AUTOMOVIL,2
2022,1,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PARTICULAR,CAMIONETA,1
2022,1,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PUBLICO,BUS,1
2022,1,C33,Poner un vehículo en marcha sin las precauciones para evitar choques,Transito,PUBLICO,CAMION,1
2022,1,C34,"Reparar un vehículo en las vías públicas,parque o acera o hacerlo en caso de emergencia, sin atender el procedimiento señalado en este Código.O reparar vehículos automotores en la zona de seguridad y protección de la vía férrea",Transito,PARTICULAR,MOTOCICLETA,2
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,Otros,Otros,1
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,Otros,MOTOCARRO,1
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,47
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,BICICLETA O TRICICLO,1
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMION,4
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMIONETA,25
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMPERO,7
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCARRO,12
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,805
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,32
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,BUS,2
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,BUSETA,1
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,CAMION,8
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,MICROBUS,2
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,TRACTO/CAMION,3
2022,1,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,VOLQUETA,3
2022,1,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PARTICULAR,CAMION,1
2022,1,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PARTICULAR,CAMIONETA,3
2022,1,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PUBLICO,CAMION,1
2022,1,C37,"Transportar pasajeros en el platón de una camioneta picó o en la plataforma de un vehículo de carga, trátese de furgón o plataforma de estacas",Transito,PUBLICO,CAMIONETA,2
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,AUTOMOVIL,49
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMION,3
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMIONETA,21
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMPERO,7
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,MOTOCICLETA,4
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,AUTOMOVIL,28
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,BUS,4
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,BUSETA,1
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,CAMION,8
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,CAMIONETA,5
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,MICROBUS,2
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,TRACTO/CAMION,2
2022,1,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,VOLQUETA,2
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,Otros,Otros,1
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,Otros,MOTOCARRO,1
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,AUTOMOVIL,20
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,CAMION,1
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,CAMIONETA,6
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,CAMPERO,2
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MICROBUS,1
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MOTOCARRO,10
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MOTOCICLETA,456
2022,1,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,AUTOMOVIL,10
